Start Time,Year,Month,Day,Hour,Longitude,Latitude,Province Code,Reference Object,Hail Diameter (mm),Cosine Distances,Event
6/10/2005 18:20,2005,6,10,18,-114.48,51.4,AB,pea,8.0,264.4782843320254,13
6/11/2005 21:15,2005,6,11,21,-110.58,51.18,AB,pea,8.0,272.2706711556013,14
6/11/2005 22:00,2005,6,11,22,-110.15,51.38,AB,pea,8.0,37.27026658689986,14
6/11/2005 23:10,2005,6,11,23,-109.6,53.13,SK,pea,8.0,198.15827488879444,14
6/11/2005 23:45,2005,6,11,23,-115.13,53.95,AB,pea,8.0,376.51189786076236,15
6/17/2005 15:25,2005,6,17,15,-103.38,50.08,SK,dime,18.0,910.4517838506839,16
6/17/2005 21:20,2005,6,17,21,-112.15,49.82,AB,pea,8.0,627.7898371549536,17
6/17/2005 21:55,2005,6,17,21,-111.72,49.68,AB,dime,18.0,34.5941706372474,17
6/17/2005 22:00,2005,6,17,22,-111.72,49.68,AB,nickel,21.0,0.0,17
6/17/2005 22:10,2005,6,17,22,-111.7,49.82,AB,estimated 1 inch,25.0,15.633486545501597,17
6/17/2005 22:25,2005,6,17,22,-111.72,49.82,AB,golf ball,43.0,1.4348414278172497,17
6/17/2005 22:50,2005,6,17,22,-111.37,49.87,AB,walnut,35.0,25.7051794681131,17
6/17/2005 23:00,2005,6,17,23,-110.67,50.05,AB,tennis,67.0,53.92569000055314,17
6/17/2005 23:21,2005,6,17,23,-111.32,49.03,AB,pea,8.0,122.73271208374742,17
6/17/2005 23:40,2005,6,17,23,-108.02,49.88,SK,baseball,74.0,256.5451021084711,18
6/18/2005 0:15,2005,6,18,0,-107.05,50.42,SK,golf ball,43.0,91.55291916458027,18
6/18/2005 1:15,2005,6,18,1,-110.27,50.05,AB,pea,8.0,232.6685073177695,18
6/18/2005 2:00,2005,6,18,2,-106.62,50.17,SK,golf ball,43.0,260.60137568138623,19
6/18/2005 2:30,2005,6,18,2,-107.07,49.42,SK,marble,16.0,89.4326187262091,19
6/18/2005 22:50,2005,6,18,22,-110.8,52.13,AB,golf ball,43.0,399.3873148496774,20
6/18/2005 23:00,2005,6,18,23,-110.77,52.02,AB,golf ball,43.0,12.402111146939113,20
6/19/2005 2:00,2005,6,19,2,-108.28,52.78,SK,dime,18.0,188.8785930570274,20
6/23/2005 14:30,2005,6,23,14,-98.05,51.95,MB,pea,8.0,700.1002479126624,21
6/23/2005 14:45,2005,6,23,14,-98.05,51.95,MB,pea,8.0,0.0,21
6/23/2005 20:30,2005,6,23,20,-97.55,49.1,MB,smaller than baseball,70.0,318.8688026969712,22
6/23/2005 20:40,2005,6,23,20,-96.3,51.1,MB,dime,18.0,239.5871372138512,22
6/23/2005 20:45,2005,6,23,20,-96.95,50.45,MB,quarter,24.0,85.51486060108424,22
6/23/2005 21:00,2005,6,23,21,-96.62,50.53,MB,loonie,26.5,24.98278962299077,22
6/23/2005 21:30,2005,6,23,21,-97.15,49.13,MB,quarter,24.0,160.24640631127343,22
6/25/2005 20:30,2005,6,25,20,-108.1,50.38,SK,quarter,24.0,798.0485005163587,23
6/25/2005 22:20,2005,6,25,22,-112.33,51.93,AB,nickel,21.0,341.59165118836864,24
6/25/2005 22:25,2005,6,25,22,-106.38,50.13,SK,quarter,24.0,461.5437689723233,25
6/25/2005 22:50,2005,6,25,22,-106.7,50.05,SK,golf ball,43.0,24.50098521004825,25
6/25/2005 23:55,2005,6,25,23,-105.88,50.68,SK,small,5.0,91.05025932950637,25
7/3/2005 1:20,2005,7,3,1,-98.9,49.2,MB,apple,70.0,525.6863491052435,26
7/3/2005 1:30,2005,7,3,1,-97.3,49.13,MB,golf ball,43.0,116.59160757093404,26
7/13/2005 20:30,2005,7,13,20,-113.22,51.83,AB,marble,16.0,1163.166531967241,27
7/13/2005 21:10,2005,7,13,21,-112.82,51.88,AB,dime,18.0,28.028926726451477,27
7/13/2005 21:30,2005,7,13,21,-112.22,51.93,AB,dime,18.0,41.5358863101712,27
7/13/2005 21:34,2005,7,13,21,-112.28,51.98,AB,estimated 1 inch,25.0,6.914943024074943,27
7/13/2005 22:25,2005,7,13,22,-111.45,52.08,AB,golf ball,43.0,57.86064927029137,27
7/13/2005 22:32,2005,7,13,22,-111.45,52.08,AB,golf ball,43.0,0.0,27
7/13/2005 23:05,2005,7,13,23,-111.12,52.02,AB,pea,8.0,23.53164016290008,27
7/13/2005 23:05,2005,7,13,23,-110.77,52.08,AB,pea,8.0,24.846183212753918,27
7/13/2005 23:21,2005,7,13,23,-103.53,52.17,SK,quarter,24.0,494.15059421138943,28
7/14/2005 0:05,2005,7,14,0,-109.65,52.23,SK,golf ball,43.0,417.02118494268257,29
7/14/2005 0:30,2005,7,14,0,-109.17,52.28,SK,golf ball,43.0,33.14217997606988,29
7/14/2005 1:07,2005,7,14,1,-108.58,52.33,SK,golf ball,43.0,40.4980912559176,29
7/14/2005 1:45,2005,7,14,1,-107.72,52.33,SK,pea,8.0,58.43899778697037,29
7/14/2005 2:50,2005,7,14,2,-106.9,52.83,SK,pea,8.0,78.49035351808227,29
7/14/2005 2:52,2005,7,14,2,-106.9,52.83,SK,golf ball,43.0,0.0,29
7/14/2005 4:00,2005,7,14,4,-103.85,49.67,SK,pea,8.0,410.43465121310203,30
7/23/2005 2:05,2005,7,23,2,-116.87,55.12,AB,marble,16.0,1068.6690057494363,31
7/29/2005 21:30,2005,7,29,21,-115.05,52.47,AB,quarter,24.0,317.9628649711471,32
7/29/2005 21:35,2005,7,29,21,-115.28,52.42,AB,quarter,24.0,16.5502492776471,32
7/29/2005 21:48,2005,7,29,21,-115.05,52.47,AB,quarter,24.0,16.5502492776471,32
7/29/2005 22:00,2005,7,29,22,-115.7,53.77,AB,dime,18.0,150.91958781842754,32
7/29/2005 22:20,2005,7,29,22,-115.02,52.27,AB,golf ball,43.0,172.8808573426638,32
7/29/2005 23:18,2005,7,29,23,-114.58,52.17,AB,quarter,24.0,31.969510913848328,32
7/29/2005 23:50,2005,7,29,23,-114.32,52.08,AB,quarter,24.0,20.376315722578262,32
7/30/2005 0:40,2005,7,30,0,-113.95,52.03,AB,quarter,24.0,25.902209427864562,32
7/30/2005 1:07,2005,7,30,1,-113.35,51.87,AB,marble,16.0,44.80453301829592,32
7/30/2005 1:35,2005,7,30,1,-113.07,51.72,AB,walnut,35.0,25.475310317343347,32
7/30/2005 1:40,2005,7,30,1,-113.22,51.83,AB,golf ball,43.0,16.003663208999562,32
7/30/2005 2:00,2005,7,30,2,-112.87,51.87,AB,marble,16.0,24.448650843249762,32
7/30/2005 3:00,2005,7,30,3,-111.9,51.63,AB,penny,19.0,71.90954491877828,32
7/30/2005 4:57,2005,7,30,4,-112.38,51.62,AB,quarter,24.0,33.15325548537855,32
7/31/2005 3:10,2005,7,31,3,-96.88,50.02,MB,estimated 27mm,27.0,1101.1241070872445,33
7/31/2005 3:10,2005,7,31,3,-96.88,50.13,MB,,20.0,12.23145881351695,33
7/31/2005 3:15,2005,7,31,3,-96.93,50.07,MB,tennis,67.0,7.565061094563537,33
7/31/2005 4:30,2005,7,31,4,-97.18,49.83,MB,pea,8.0,32.12691106374704,33
8/7/2005 1:35,2005,8,7,1,-116.68,53.4,AB,dime,18.0,1398.6419199069217,34
8/7/2005 2:35,2005,8,7,2,-115.32,53.1,AB,pea,8.0,96.43332020572822,34
4/11/2006 9:20,2006,4,11,9,-97.23,49.9,MB,quarter,24.0,1297.801308821209,35
4/11/2006 9:25,2006,4,11,9,-97.23,49.9,MB,pea,8.0,0.0,35
4/12/2006 7:57,2006,4,12,7,-97.23,49.9,MB,small,5.0,0.0,36
5/7/2006 19:50,2006,5,7,19,-97.15,49.88,MB,pea,8.0,6.1474187517292345,37
5/7/2006 20:36,2006,5,7,20,-97.01,49.97,MB,nickel,21.0,14.163088555795689,37
5/7/2006 20:50,2006,5,7,20,-97.23,49.9,MB,grape,16.0,17.56451905495039,37
5/7/2006 21:45,2006,5,7,21,-96.845627,49.938662,MB,marble,16.0,27.852800915539913,37
5/8/2006 17:30,2006,5,8,17,-112.834657,49.694189,AB,marble,16.0,1145.310536881846,38
5/9/2006 18:44,2006,5,9,18,-97.23,49.9,MB,pea,8.0,1118.246874378629,39
5/9/2006 19:00,2006,5,9,19,-97.582474,49.586637,MB,marble,16.0,43.076616476561846,39
5/12/2006 19:15,2006,5,12,19,-112.049324,53.493617,AB,pea,8.0,1088.2483321980324,40
5/12/2006 19:40,2006,5,12,19,-112.335903,53.880258,AB,pea,8.0,46.95177173283775,40
5/12/2006 19:45,2006,5,12,19,-112.10911,53.829753,AB,pea,8.0,15.899342682510694,40
5/12/2006 20:10,2006,5,12,20,-111.518243,52.998682,AB,pea,8.0,100.36483709393669,40
5/12/2006 22:26,2006,5,12,22,-110.847201,53.354178,AB,dime,18.0,59.68706296434397,40
5/13/2006 2:39,2006,5,13,2,-110.56,52.5,AB,marble,16.0,96.9115867023489,40
5/15/2006 22:30,2006,5,15,22,-110.847201,53.354178,AB,golf ball,43.0,96.9115867023489,41
5/18/2006 3:00,2006,5,18,3,-107.062539,53.305887,SK,marble,16.0,251.35307455508695,42
5/21/2006 19:30,2006,5,21,19,-116.8,54.39,AB,golf ball,43.0,649.472323606258,43
5/21/2006 22:25,2006,5,21,22,-114.77,55.28,AB,pea,8.0,163.37386902170363,43
5/22/2006 22:15,2006,5,22,22,-109.0,51.48,SK,quarter,24.0,569.7252807485903,44
5/22/2006 22:30,2006,5,22,22,-112.1,50.06,AB,nickel,21.0,269.14045716479353,45
5/22/2006 22:35,2006,5,22,22,-112.1,50.06,AB,quarter,24.0,0.0,45
5/22/2006 22:39,2006,5,22,22,-112.1,50.06,AB,quarter,24.0,0.0,45
5/22/2006 22:40,2006,5,22,22,-112.1,50.06,AB,nickel,21.0,0.0,45
5/22/2006 23:00,2006,5,22,23,-109.1,51.42,SK,walnut,35.0,259.64850517407626,46
5/22/2006 23:24,2006,5,22,23,-112.65,50.4,AB,pea,8.0,273.48602922197216,47
5/22/2006 23:37,2006,5,22,23,-106.98,51.1,SK,estimated 6mm,6.0,406.3193778910807,48
5/22/2006 23:56,2006,5,22,23,-113.25,50.4,AB,estimated 6mm,6.0,447.78755092719723,49
5/23/2006 0:00,2006,5,23,0,-108.95,52.14,SK,nickel,21.0,356.1732555530733,50
5/23/2006 0:05,2006,5,23,0,-112.91,50.63,AB,dime,18.0,321.97237560307394,51
5/23/2006 0:48,2006,5,23,0,-106.53,51.07,SK,pea,8.0,450.41704155544323,52
5/23/2006 1:00,2006,5,23,1,-113.8,51.03,AB,larger than nickel,23.0,507.99989082111597,53
5/23/2006 2:25,2006,5,23,2,-105.93,53.12,SK,nickel,21.0,585.5205661780403,54
5/23/2006 13:33,2006,5,23,13,-98.9,49.2,MB,pea,8.0,655.4558920713458,55
5/23/2006 15:30,2006,5,23,15,-105.88,50.68,SK,dime,18.0,525.6863491052435,56
5/23/2006 21:12,2006,5,23,21,-102.95,49.85,SK,dime,18.0,227.77691431714987,56
5/24/2006 0:22,2006,5,24,0,-114.3,51.9,AB,pea,8.0,827.3813805388601,57
5/24/2006 0:50,2006,5,24,0,-110.57,51.98,AB,grape,16.0,255.81901798330634,57
5/24/2006 18:30,2006,5,24,18,-102.16,51.04,SK,estimated 6mm,6.0,590.976132986755,58
5/24/2006 20:30,2006,5,24,20,-100.32,50.53,MB,pea,8.0,141.2337113886888,58
5/24/2006 22:10,2006,5,24,22,-114.62,51.8,AB,dime,18.0,1005.3918525574927,59
5/25/2006 20:00,2006,5,25,20,-106.51,50.8,SK,pea,8.0,574.3774497964652,60
5/25/2006 20:40,2006,5,25,20,-106.25,50.7,SK,pea,8.0,21.40651091720865,60
5/25/2006 20:55,2006,5,25,20,-106.56,49.88,SK,pea,8.0,93.80173288218944,60
5/25/2006 21:05,2006,5,25,21,-106.56,49.88,SK,pea,8.0,0.0,60
5/25/2006 22:05,2006,5,25,22,-105.81,50.71,SK,pea,8.0,106.56402494987331,60
5/25/2006 22:15,2006,5,25,22,-105.928,50.74,SK,quarter,24.0,8.950998563661056,60
5/25/2006 22:30,2006,5,25,22,-109.05,52.5,SK,pea,8.0,291.0805052078455,61
5/25/2006 22:35,2006,5,25,22,-105.95,50.55,SK,pea,8.0,304.92407841385347,62
5/25/2006 22:37,2006,5,25,22,-104.92,49.64,SK,quarter,24.0,125.04632340250207,62
5/25/2006 22:45,2006,5,25,22,-104.75,49.65,SK,quarter,24.0,12.290607240403585,62
5/25/2006 22:50,2006,5,25,22,-104.75,49.65,SK,estimated 1 inch,25.0,0.0,62
5/26/2006 2:25,2006,5,26,2,-106.65,52.13,SK,pea,8.0,306.25272418502504,63
5/28/2006 1:25,2006,5,28,1,-99.73,49.41,MB,quarter,24.0,572.6056256519146,64
5/28/2006 1:45,2006,5,28,1,-99.68,49.6,MB,nickel,21.0,21.433334562303237,64
5/28/2006 1:50,2006,5,28,1,-99.23,49.51,MB,quarter,24.0,33.967995578659554,64
5/28/2006 1:55,2006,5,28,1,-99.67,49.18,MB,loonie,26.5,48.60551399246052,64
5/28/2006 2:00,2006,5,28,2,-99.89,49.23,SK,loonie,26.5,16.922339103824143,64
5/28/2006 2:50,2006,5,28,2,-99.27,50.28,MB,pea,8.0,124.9607402249486,64
5/28/2006 3:56,2006,5,28,3,-99.57,49.46,MB,dime,18.0,93.68036241428624,64
5/28/2006 3:59,2006,5,28,3,-99.57,49.46,MB,smaller than nickel,18.0,0.0,64
5/28/2006 8:00,2006,5,28,8,-100.59,49.24,MB,pea,8.0,77.828983349188,64
5/28/2006 9:00,2006,5,28,9,-100.59,49.24,MB,pea,8.0,0.0,64
5/28/2006 12:00,2006,5,28,12,-99.56,50.05,MB,marble,16.0,116.66867766938016,64
5/28/2006 13:45,2006,5,28,13,-98.54,50.9,MB,estimated 25mm,25.0,118.92356243022712,64
5/28/2006 15:27,2006,5,28,15,-100.26,49.62,MB,pea,8.0,187.6269056070403,64
5/28/2006 15:30,2006,5,28,15,-96.7,50.08,MB,smaller than dime,15.0,260.2909962722773,65
5/28/2006 15:45,2006,5,28,15,-96.82,49.67,MB,pea,8.0,46.39388016422187,65
5/28/2006 16:22,2006,5,28,16,-96.87,49.74,MB,pea,8.0,8.574017941437525,65
5/28/2006 16:40,2006,5,28,16,-99.95,49.84,MB,smaller than golf ball,35.0,221.36632377011628,65
5/28/2006 16:45,2006,5,28,16,-99.95,49.84,MB,golf ball,43.0,0.0,65
5/28/2006 17:00,2006,5,28,17,-95.51,50.18,MB,dime,18.0,319.47797222123785,66
5/28/2006 17:30,2006,5,28,17,-95.55,50.3,MB,pea,8.0,13.643271514024933,66
5/28/2006 19:20,2006,5,28,19,-97.22,50.91,MB,dime,18.0,135.974619507137,66
5/29/2006 0:05,2006,5,29,0,-100.52,50.37,MB,golf ball,43.0,240.31097043641077,66
5/29/2006 0:45,2006,5,29,0,-100.0,50.67,MB,dime,18.0,49.64186965619169,66
5/30/2006 18:55,2006,5,30,18,-108.56,49.21,SK,pea,8.0,633.3277232383261,67
5/31/2006 18:25,2006,5,31,18,-100.8,49.8,MB,quarter,24.0,563.9032548080056,68
5/31/2006 18:44,2006,5,31,18,-100.7,49.76,MB,pea,8.0,8.446140528454107,68
5/31/2006 19:20,2006,5,31,19,-105.44,51.06,SK,pea,8.0,365.5891410147806,69
5/31/2006 19:25,2006,5,31,19,-100.99,49.27,MB,pea,8.0,374.18367574782565,70
5/31/2006 19:45,2006,5,31,19,-105.17,50.93,SK,pea,8.0,350.5770284582996,71
5/31/2006 20:10,2006,5,31,20,-100.27,49.45,MB,pea,8.0,385.6071427432301,72
5/31/2006 20:25,2006,5,31,20,-104.5,50.94,SK,quarter,24.0,343.60747794722334,73
6/1/2006 1:30,2006,6,1,1,-99.5,50.79,MB,pea,8.0,351.2324279807557,74
6/1/2006 19:25,2006,6,1,19,-97.73,51.16,MB,pea,8.0,130.57353400751362,75
6/1/2006 19:55,2006,6,1,19,-97.73,51.16,MB,nickel,21.0,0.0,75
6/1/2006 20:25,2006,6,1,20,-99.52,51.06,MB,pea,8.0,125.45281589235742,75
6/1/2006 20:48,2006,6,1,20,-97.49,51.0,MB,penny,19.0,142.1142792422603,75
6/1/2006 21:15,2006,6,1,21,-97.57,51.21,MB,pea,8.0,24.0096929206332,75
6/1/2006 21:18,2006,6,1,21,-99.32,50.77,MB,dime,18.0,131.89245381763752,75
6/3/2006 22:15,2006,6,3,22,-102.17,49.95,SK,pea,8.0,221.76411902828588,76
6/3/2006 23:40,2006,6,3,23,-102.25,51.22,SK,dime,18.0,141.33063189420545,76
6/4/2006 22:00,2006,6,4,22,-97.12,49.25,MB,nickel,21.0,425.43244792075507,77
6/5/2006 18:00,2006,6,5,18,-98.24,49.37,MB,non-severe,8.0,82.28317366526322,78
6/5/2006 19:55,2006,6,5,19,-97.37,49.35,MB,pea,8.0,63.04586442729761,78
6/5/2006 20:00,2006,6,5,20,-100.32,50.53,MB,pea,8.0,248.53792802280648,78
6/5/2006 20:40,2006,6,5,20,-104.61,50.45,SK,pea,8.0,303.5786768644061,79
6/5/2006 23:00,2006,6,5,23,-100.78,50.53,MB,pea,8.0,271.06438822358496,80
6/11/2006 3:55,2006,6,11,3,-113.65,53.45,AB,pea,8.0,937.5594081717644,81
6/14/2006 5:55,2006,6,14,5,-113.85,50.45,AB,pea,8.0,333.86635227735974,82
6/14/2006 6:30,2006,6,14,6,-112.82,49.7,AB,marble,16.0,111.1634483228973,82
6/14/2006 6:49,2006,6,14,6,-112.82,49.7,AB,small,5.0,0.0,82
6/14/2006 7:40,2006,6,14,7,-113.12,49.8,AB,quarter,24.0,24.252959351573118,82
6/14/2006 9:00,2006,6,14,9,-113.38,49.0,AB,pea,8.0,90.9237680731723,82
6/14/2006 17:30,2006,6,14,17,-107.0,49.67,SK,pea,8.0,468.10180607535,83
6/14/2006 18:08,2006,6,14,18,-107.28,49.42,SK,small,5.0,34.3638951600058,83
6/14/2006 22:00,2006,6,14,22,-111.42,49.48,AB,marble,16.0,299.3139343324804,84
6/14/2006 22:20,2006,6,14,22,-111.03,49.87,AB,pea,8.0,51.6540498258552,84
6/14/2006 22:28,2006,6,14,22,-111.3,49.87,AB,marble,16.0,19.350323560303302,84
6/16/2006 20:10,2006,6,16,20,-105.72,54.18,SK,marble,16.0,612.3417760281164,85
6/18/2006 1:25,2006,6,18,1,-97.32,49.73,MB,pea,8.0,758.1844400926958,86
6/18/2006 1:44,2006,6,18,1,-97.15,49.88,MB,pea,8.0,20.66484027540269,86
6/18/2006 2:03,2006,6,18,2,-97.15,49.88,MB,pea,8.0,0.0,86
6/19/2006 21:55,2006,6,19,21,-112.47,50.79,AB,quarter,24.0,1090.0669366469144,87
6/19/2006 21:59,2006,6,19,21,-113.33,50.72,AB,pea,8.0,60.99604649959595,87
6/19/2006 22:04,2006,6,19,22,-113.43,50.72,AB,penny,19.0,7.039879116462708,87
6/20/2006 2:00,2006,6,20,2,-113.53,50.07,AB,pea,8.0,72.62355893806345,87
6/22/2006 0:25,2006,6,22,0,-114.08,51.05,AB,nickel,21.0,115.68898356177168,88
6/22/2006 0:30,2006,6,22,0,-114.08,51.05,AB,pea,8.0,0.0,88
6/22/2006 1:12,2006,6,22,1,-112.27,49.47,AB,severe,25.0,217.7510268889677,88
6/22/2006 1:49,2006,6,22,1,-114.83,51.05,AB,pea,8.0,252.9231293526201,88
6/22/2006 20:15,2006,6,22,20,-113.25,50.4,AB,pea,8.0,132.63571676582168,89
6/22/2006 22:10,2006,6,22,22,-114.48,51.4,AB,nickel,21.0,140.72484817826924,89
6/22/2006 22:34,2006,6,22,22,-112.27,50.07,AB,pea,8.0,214.60100112138014,89
6/23/2006 0:00,2006,6,23,0,-111.17,50.2,AB,pea,8.0,79.72200431208455,89
6/23/2006 0:15,2006,6,23,0,-111.17,50.13,AB,pea,8.0,7.783655638785472,89
6/23/2006 18:45,2006,6,23,18,-100.47,50.03,MB,quarter,24.0,762.9343824195654,90
6/23/2006 20:30,2006,6,23,20,-100.7,51.17,MB,pea,8.0,127.79738443736161,90
6/23/2006 21:40,2006,6,23,21,-99.75,50.32,MB,pea,8.0,115.76155707401344,90
6/24/2006 1:41,2006,6,24,1,-100.93,49.85,MB,pea,8.0,99.0911932735602,90
6/24/2006 18:14,2006,6,24,18,-97.15,49.88,MB,pea,8.0,270.9245179559505,91
6/24/2006 18:15,2006,6,24,18,-97.15,49.88,MB,penny,19.0,0.0,91
6/24/2006 18:30,2006,6,24,18,-97.62,51.08,MB,pea,8.0,137.51522410029384,91
6/24/2006 18:45,2006,6,24,18,-100.7,51.17,MB,pea,8.0,215.16604667478464,91
6/24/2006 19:15,2006,6,24,19,-101.02,51.07,MB,penny,19.0,24.949637540065055,91
6/24/2006 19:30,2006,6,24,19,-99.38,49.58,MB,pea,8.0,202.4847837392256,91
6/24/2006 19:45,2006,6,24,19,-97.7,49.5,MB,pea,8.0,121.54611417954618,91
6/24/2006 22:30,2006,6,24,22,-102.67,51.95,SK,pea,8.0,443.23807207574964,92
6/26/2006 15:35,2006,6,26,15,-96.82,49.67,MB,pea,8.0,482.72026476755747,93
6/26/2006 17:00,2006,6,26,17,-95.93,49.65,MB,half golf ball,21.0,64.09955007855528,93
6/26/2006 18:51,2006,6,26,18,-95.55,50.3,MB,pea,8.0,77.2162497983006,93
6/26/2006 19:20,2006,6,26,19,-96.9,49.2,MB,marble,16.0,156.09780118969337,93
6/26/2006 19:33,2006,6,26,19,-95.58,50.07,MB,nickel,21.0,135.62471809313206,93
6/26/2006 19:45,2006,6,26,19,-95.52,50.03,MB,pea,8.0,6.175422259138699,93
6/26/2006 20:00,2006,6,26,20,-95.97,49.18,MB,quarter,24.0,99.92326173708844,93
6/26/2006 20:03,2006,6,26,20,-95.83,49.1,MB,quarter,24.0,13.52229337339464,93
6/26/2006 20:15,2006,6,26,20,-95.63,49.03,MB,nickel,21.0,16.519707740209718,93
6/26/2006 20:35,2006,6,26,20,-95.63,49.03,MB,nickel,21.0,0.0,93
6/28/2006 1:05,2006,6,28,1,-115.65,53.62,AB,penny,19.0,1475.7326090899544,94
6/28/2006 1:15,2006,6,28,1,-115.65,53.62,AB,pea,8.0,0.0,94
6/28/2006 1:36,2006,6,28,1,-115.85,53.61,AB,pea,8.0,13.239139833278541,94
6/29/2006 1:25,2006,6,29,1,-116.43,53.58,AB,pea,8.0,38.42096194260215,95
6/29/2006 23:30,2006,6,29,23,-104.03,53.22,SK,dime,18.0,822.017368819316,96
6/30/2006 0:30,2006,6,30,0,-103.82,52.87,SK,half penny,10.0,41.37272721054781,96
6/30/2006 0:30,2006,6,30,0,-103.65,52.72,SK,larger than loonie,30.0,20.219930394325083,96
6/30/2006 0:47,2006,6,30,0,-103.73,52.85,SK,pea,8.0,15.424110045512586,96
6/30/2006 1:26,2006,6,30,1,-103.5,52.52,SK,pea,8.0,39.83501413616493,96
6/30/2006 20:14,2006,6,30,20,-99.95,49.85,MB,pea,8.0,386.38105905562617,97
6/30/2006 20:24,2006,6,30,20,-99.95,49.85,MB,pea,8.0,0.0,97
6/30/2006 20:32,2006,6,30,20,-99.95,49.85,MB,dime,18.0,0.0,97
6/30/2006 21:57,2006,6,30,21,-111.78,52.43,AB,pea,8.0,872.5589363735836,98
6/30/2006 23:15,2006,6,30,23,-113.73,52.47,AB,pea,8.0,132.21886353155608,98
6/30/2006 23:20,2006,6,30,23,-111.37,53.32,AB,pea,8.0,184.36624747697334,98
6/30/2006 23:30,2006,6,30,23,-113.73,52.47,AB,unknown,,184.36624747697334,98
7/1/2006 0:20,2006,7,1,0,-114.1,51.78,AB,nickel,21.0,80.77516921658993,98
7/1/2006 0:30,2006,7,1,0,-113.33,50.72,AB,quarter,24.0,129.47648285252606,98
7/1/2006 0:30,2006,7,1,0,-113.47,50.85,AB,nickel,21.0,17.487858626912416,98
7/1/2006 0:35,2006,7,1,0,-114.1,51.78,AB,walnut,35.0,112.29810139983807,98
7/1/2006 0:40,2006,7,1,0,-113.02,52.33,AB,marble,16.0,95.87935881901541,98
7/1/2006 1:30,2006,7,1,1,-112.88,50.57,AB,nickel,21.0,195.94354953680633,98
7/1/2006 2:20,2006,7,1,2,-110.1,50.33,AB,pea,8.0,198.6227748046229,98
7/1/2006 2:27,2006,7,1,2,-110.1,50.33,AB,golf ball,43.0,0.0,98
7/1/2006 3:04,2006,7,1,3,-109.4,50.42,SK,large grape,29.0,50.639553173780754,98
7/1/2006 19:30,2006,7,1,19,-114.47,51.18,AB,dime,18.0,366.11480161011275,99
7/1/2006 19:56,2006,7,1,19,-114.47,51.18,AB,larger than golf ball,50.0,0.0,99
7/1/2006 20:07,2006,7,1,20,-114.37,51.1,AB,estimated 12mm,12.0,11.30507272705179,99
7/1/2006 20:40,2006,7,1,20,-114.08,51.05,AB,pea,8.0,21.009576344545472,99
7/1/2006 22:50,2006,7,1,22,-114.28,50.67,AB,nickel,21.0,44.524860230607885,99
7/1/2006 23:30,2006,7,1,23,-114.23,50.53,AB,pea,8.0,15.962286846557054,99
7/2/2006 20:15,2006,7,2,20,-114.58,50.95,AB,pea,8.0,52.798155669440746,100
7/2/2006 20:30,2006,7,2,20,-101.37,50.13,MB,nickel,21.0,936.705942186286,101
7/2/2006 20:40,2006,7,2,20,-116.08,52.47,AB,unknown,,1053.225292341055,102
7/2/2006 20:45,2006,7,2,20,-99.97,50.18,MB,pea,8.0,1145.4062971458109,103
7/2/2006 21:30,2006,7,2,21,-100.58,50.57,MB,pea,8.0,61.25256602350101,103
